date,description,amount,category
2024-04-28,POS HARRIS LTD 615 MD SOUTH MICHAEL FM  37k8,217.87,Hotels
2024-11-19,PAYMENT COOKE-GATES 889 MS OBRIENMOUTH NC  50Z1,291.11,Clothing
2025-07-28,DEBIT ROGERS PLC 844 GA NORTH EMILYBERG DC  00X1,75.31,Restaurants
2025-01-26,"REF BRADY, WARD AND SANCHEZ 519 NH EAST TODD ND  78I7",10.74,Coffee Shops
2025-02-10,PAYMENT SUBWAY LAURAVILLE NY  02k2,33.56,Restaurants
2025-08-21,PAYMENT PIZZA HUT LYNNBURGH CA  25D1,46.88,Restaurants
2025-09-05,PURCHASE AUTHORIZED WALKER AND SONS 521 VT NANCYBOROUGH NC  03p1,25.89,Gas
2026-02-07,POS MOSS-NGUYEN 829 NH BRIANSTAD AZ  59J4,742.24,Electronics
2025-10-10,"POS RHODES, DIXON AND SCHNEIDER 535 IN EAST DONALDBURGH AZ  81E1",404.44,Clothing
2026-02-13,DEBIT AMAZON MARKETPLACE PORT NATALIESIDE IL  26L3,428.6,Other
2025-05-08,PURCHASE AUTHORIZED WILLIAMS INC 877 AK SCOTTBURGH KS  66b3,238.31,Utilities
2024-03-01,"DEBIT WILLIAMS, VALENCIA AND DANIEL 250 TX JOHNSONBERG DE  89G7",197.86,Other
2024-04-25,ONLINE PAYMENT SMITH-GORDON 738 FM NEW JAMESSTAD MD  50A9,467.09,Other
2025-09-16,DEBIT BOND-DAVIS 097 GA WEST MICHAELSHIRE VT  59J7,194.05,Clothing
2025-04-06,POS CHANDLER LTD 382 WA NEW TODD GU  13b6,364.4,Other
2024-10-28,"TXN DAVIS, BLAKE AND CHUNG 813 FL WEST RICHARD IL  21F0",34.43,Restaurants
2025-05-11,"PAYMENT HARRIS, WHEELER AND BROWN 251 NH NORTH KAREN MN  35i2",8.41,Coffee Shops
2025-03-14,PAYMENT MCDONALD-MITCHELL 656 PR NEW VIRGINIASHIRE VI  85n0,88.29,Clothing
2025-09-30,"TXN RUSSO, HARRISON AND HILL 395 PW ANDREAFORT IN  69X1",5.72,Coffee Shops
2025-05-03,POS DELTA AIR LINES EAST BRENT WV  49k2,502.06,Airfare
2024-12-31,POS ZHANG PLC 595 AS LAKE ALLENBERG OH  68q9,60.72,Electronics
2024-11-30,# FLOYD-FLYNN 902 MP CHRISTOPHERVIEW AR  54X1,412.58,Clothing
2024-12-06,PAYMENT MYERS PLC 462 NV NEW RHONDAPORT WI  28v6,164.22,Groceries
2026-01-21,# STEPHENS AND SONS 739 VI CLAYTONBURY DE  41t0,297.87,Hotels
2024-07-06,INV STRIPE STEVENTOWN IL  20u5,448.23,Other
2025-12-27,# ABBOTT-BARNES 169 NJ JASONFURT NY  28U0,222.24,Clothing
2025-05-31,ONLINE PAYMENT JIMENEZ-SILVA 093 IL SOUTH MICHAELBURGH VI  65U1,170.67,Other
2025-04-09,REF SMITH-DAVIS 986 SD SANCHEZMOUTH SD  32j8,178.68,Hotels
2026-01-17,INV KOCH INC 525 DE WEBSTERCHESTER SC  57x9,407.59,Other
2026-02-21,"REF MORGAN, BUTLER AND MITCHELL 266 WA DANIELLAND MT  81G8",1293.36,Electronics
2025-03-28,ONLINE PAYMENT HUNT AND SONS 607 MD ORTIZMOUTH PA  54Q3,140.27,Groceries
2024-11-13,"PURCHASE AUTHORIZED KEITH, GUERRA AND BENITEZ 001 OH PORT SCOTT AL  81w5",85.08,Insurance
2025-11-18,ONLINE PAYMENT VARGAS GROUP 558 CT NORTH LAWRENCECHESTER HI  87O0,86.39,Restaurants
2025-10-19,"PURCHASE AUTHORIZED BURGESS, COOK AND SCHNEIDER 093 KY WEST ANTHONY CT  78O7",366.78,Other
2024-04-03,INV HBO MAX MCLAUGHLINVILLE DC  31t9,7.49,Streaming
2025-10-30,PURCHASE AUTHORIZED ALEXANDER-RODRIGUEZ 953 NM MOOREFORT IA  11S5,65.85,Other
2024-03-27,DEBIT OLIVE GARDEN DIAZFURT UT  00U6,20.53,Restaurants
2025-08-22,"POS WATKINS, CHERRY AND TURNER 864 NJ REIDSHIRE NJ  15N8",415.92,Other
2024-03-24,INV PITTS LTD 713 KS BAUERMOUTH CA  85A5,471.2,Other
2024-05-31,# MOORE-MORENO 628 KS SOUTH CHRISTINESIDE IL  28E8,50.64,Groceries
2025-05-17,"DEBIT DAVIS, MOON AND COX 121 MN LAKE VALERIECHESTER GA  80z9",33.5,Groceries
2024-10-25,POS MITCHELL-MURRAY 998 AK MARKFURT MH  98D1,13.25,Coffee Shops
2024-04-19,PAYMENT SHAH GROUP 423 PW FRANCOFURT WA  11v6,193.71,Groceries
2024-06-11,POS WALMART CHRISTOPHERCHESTER NY  58u9,44.79,Groceries
2025-10-23,REF HOUSE GROUP 955 CT NORTH ANDREWHAVEN GA  31h2,102.75,Groceries
2024-07-21,DEBIT GONZALEZ-DOUGLAS 230 AK MELENDEZTON MO  58L4,87.4,Restaurants
2024-12-04,"PURCHASE AUTHORIZED ALVAREZ, PERKINS AND JOHNSON 569 UT DENNISSHIRE RI  02P2",86.24,Clothing
2025-11-23,"# COOPER, DAWSON AND BERRY 521 CA WEST JENNIFERSIDE MA  15E0",116.99,Airfare
2025-04-16,TXN TACO BELL MATHEWBOROUGH PR  32H6,33.13,Restaurants
2024-09-22,REF BAKER LTD 365 WA EAST KEITHTOWN AK  76n4,3.5,Coffee Shops
2025-05-24,"REF MOSES, WILSON AND WILLIAMS 213 NY NATALIEVIEW ND  89R4",481.81,Airfare
2024-08-31,DEBIT LEVIS DANIELFORT IA  30H9,336.88,Clothing
2024-11-05,REF PATEL AND SONS 354 NM NORTH CHERYLLAND GA  23C9,79.07,Electronics
2024-06-01,# MOORE-DELGADO 292 SD NORTH GINAVILLE MD  23R9,57.24,Restaurants
2025-11-23,"POS LITTLE, MEDINA AND FERNANDEZ 909 NY WEST SHANNONHAVEN NM  33C6",168.27,Groceries
2024-03-17,REF LIDL BYRDBURGH RI  23Q6,75.84,Groceries
2024-09-29,PAYMENT MONROE-STONE 791 RI GAILCHESTER MN  78y5,63.56,Gas
2025-06-09,POS BENNETT PLC 126 FM SOUTH MARK FL  58e6,83.62,Gas
2024-08-22,PURCHASE AUTHORIZED MEYER PLC 360 CO NORTH LISABURY WV  65D9,140.27,Utilities
2026-02-11,REF MYERS-ROLLINS 919 MS SHEAHAVEN AL  70N3,159.84,Other
2024-07-26,"DEBIT BRIGGS, DAVIS AND RICHARDSON 778 MA LUISMOUTH FM  64R5",227.99,Clothing
2025-12-28,"PAYMENT BURKE, JONES AND FREY 227 WI ANDREWFORT WA  55v5",28.26,Restaurants
2024-09-09,PAYMENT NOVAK INC 570 MA JOHNTOWN FL  57g0,96.61,Groceries
2025-04-09,INV THOMAS INC 624 NC LAKE CHRISTOPHER MH  22C9,211.48,Hotels
2024-09-27,POS BAKER GROUP 626 NM JACOBSTON AR  32a2,98.03,Restaurants
2024-12-13,# NATIONWIDE FLORESTON AZ  93X0,255.49,Insurance
2025-08-25,REF MCCLURE GROUP 907 AL WEST WANDABURGH KS  16V3,311.2,Hotels
2026-02-10,TXN DIAZ-BRADLEY 582 ND ABIGAILLAND GA  13V4,367.58,Insurance
2024-12-12,DEBIT CLARK-RUSH 877 ME WILLIAMSLAND MP  68q5,695.48,Airfare
2025-08-14,ONLINE PAYMENT DUNKIN NORTH JESSICALAND SD  98Z4,4.08,Coffee Shops
2024-07-25,# TAYLOR AND SONS 113 AZ BEASLEYBURY SC  53D2,384.61,Other
2024-12-09,# HILL-MEYER 757 MP SCHWARTZFORT SD  00G4,1206.49,Electronics
2024-05-25,"INV MANN, ROMERO AND STEPHENS 857 NC JOSHUAVIEW FM  60P5",92.43,Gas
2024-05-26,REF BLACKWELL-GRAVES 157 VT MORGANSIDE NH  82g3,32.89,Restaurants
2024-08-01,POS MITCHELL LTD 171 WV JOHNFORT AL  66d6,156.43,Other
2025-06-30,PAYMENT EXXON BROWNBURGH GA  86K8,96.74,Gas
2024-07-31,PAYMENT HEB JEANETTEBERG PR  98u8,141.48,Groceries
2024-11-04,DEBIT CHEVRON PORT DAVIDSHIRE IA  84z0,42.9,Gas
2025-11-09,# GARCIA INC 652 OR LAKE PHILIPBOROUGH DE  83N4,115.1,Restaurants
2026-02-13,REF NICHOLS-SMITH 679 PA LAKE SEANBURGH KY  32K0,55.96,Gas
2024-09-18,DEBIT WALKER-SMITH 039 NH EAST RICKYTOWN CO  47r9,172.27,Other
2025-12-31,"DEBIT MYERS, BROWN AND LYNCH 750 KS SCHWARTZBURY ME  92r1",28.45,Public Transport
2024-12-20,ONLINE PAYMENT BAKER-CALLAHAN 869 MI DENISEMOUTH ID  60F1,365.44,Clothing
2024-11-13,POS BLACKBURN PLC 406 NC LAKE JAMESTON NJ  09q1,141.15,Restaurants
2025-07-04,"ONLINE PAYMENT PIERCE, BURNS AND TAYLOR 115 MH NORTH HANNAH WA  49A4",222.75,Utilities
2024-03-20,TXN BLUE BOTTLE AMANDABURGH DE  70u6,8.38,Coffee Shops
2024-06-09,PAYMENT OLD NAVY LAKE MELISSA IA  04J5,56.04,Clothing
2025-02-12,PURCHASE AUTHORIZED NGUYEN INC 654 NH TAYLORSTAD CT  50A9,938.91,Airfare
2025-04-05,DEBIT WILSON-TRAN 464 IA NORTH CHARLESBURY OH  11T3,33.09,Restaurants
2025-02-24,ONLINE PAYMENT CANTRELL INC 780 NE EAST KIMBERLY WA  67X7,146.18,Clothing
2025-01-03,POS MILLER-THOMPSON 689 MT MICHAELSHIRE UT  35L6,95.08,Other
2025-09-25,REF BLUE BOTTLE WEST COLE MT  25E4,2.76,Coffee Shops
2025-06-30,"DEBIT KENNEDY, FIGUEROA AND DELACRUZ 827 WY LINDASTAD NH  26s5",14.63,Public Transport
2025-08-29,POS MARTIN-COOK 201 WI SOUTH JOEFURT OH  51w5,298.42,Other
2025-06-21,"PURCHASE AUTHORIZED SIMMONS, BAKER AND LEE 776 OK DAMONBURY DC  25a1",412.26,Other
2025-12-20,PURCHASE AUTHORIZED BRADLEY-BALLARD 232 CT SHERMANBERG VA  33W0,11.78,Coffee Shops
2025-02-28,"REF HOLLAND, ADAMS AND GOLDEN 656 CA ADRIANVIEW SD  12U8",168.98,Other
2025-08-11,ONLINE PAYMENT ANDERSON INC 333 TX EAST DAVIDTON MN  00b3,230.06,Clothing
2024-07-09,# CARIBOU COFFEE WEST TIMOTHY NC  66z7,2.98,Coffee Shops
2026-02-07,ONLINE PAYMENT SMITH-LAMB 570 HI LAKE KRISTIN NE  88l7,93.29,Groceries
2025-08-02,"ONLINE PAYMENT PEREZ, SIMPSON AND DIXON 679 NV ANTONIOBOROUGH RI  27O4",77.08,Groceries
2025-04-28,INV NETFLIX LAKE JACOBBERG IN  66C2,11.53,Streaming
2024-03-09,"TXN WYATT, SHERMAN AND HERRERA 905 MH NORTH JEFFREY NM  52O3",13.15,Public Transport
2024-06-06,# YU AND SONS 774 CA TIFFANYBURGH FM  16z0,381.14,Other
2024-11-30,DEBIT GOMEZ-BURNS 102 CT ORTEGAHAVEN HI  83c5,1953.56,Electronics
2025-04-14,# WEST-PEREZ 833 RI NEW CALEBHAVEN NC  55m6,46.99,Restaurants
2024-12-13,"DEBIT JONES, HUFF AND COLLIER 694 PR ALLISONSTAD WY  59O5",16.81,Restaurants
2026-02-13,TXN JONES-JOHNSON 185 HI BURNSMOUTH ID  95g0,159.72,Utilities
2025-05-07,"INV VALENZUELA, GOLDEN AND KING 210 PW GRACESHIRE AR  57x3",483.94,Clothing
2025-06-28,POS WENDYS MARKCHESTER NM  83C7,30.77,Restaurants
2024-02-24,"# MATHIS, RAMIREZ AND MEYERS 157 MA SOUTH LUISLAND RI  06b2",257.96,Other
2024-05-05,POS JOSEPH GROUP 062 VI KATHRYNCHESTER MO  67Z0,125.64,Other
2024-10-25,PURCHASE AUTHORIZED ANDERSON-ELLIOTT 597 HI LAKE ALEXIS OH  76x0,352.77,Other
2026-01-09,REF LEE-MANN 198 GU AMYFURT MH  12m0,86.44,Gas
2025-06-12,DEBIT RYAN GROUP 376 NV ROBERTTOWN DE  81t0,108.0,Insurance
2024-06-10,INV CHIPOTLE VEGABOROUGH ME  08w4,30.16,Restaurants
2024-04-13,TXN KFC NORTONBOROUGH TX  43z7,37.95,Restaurants
2024-08-02,# WAGNER LLC 056 ME NEW CORYHAVEN CA  90K1,297.69,Utilities
2025-11-14,POS DANIELS INC 773 VT POWELLHAVEN OR  15B0,160.57,Groceries
2024-09-20,INV SMITH-SHERMAN 007 MS BROOKSMOUTH WV  80m2,362.72,Hotels
2025-03-30,POS PERKINS GROUP 132 PR MELINDATON IN  67V7,128.58,Other
2025-05-02,REF WILSON INC 718 AS MELANIEPORT OR  46S1,13.8,Restaurants
2025-12-10,POS CARNEY-PETERSON 624 MO NORTH JAMESTOWN GU  27O8,216.59,Insurance
2024-04-03,"REF MOORE, ALEXANDER AND WRIGHT 305 WY CAROLTON VT  44Z8",86.15,Restaurants
2025-01-14,INV BARR AND SONS 476 SC NORTH RONALD WI  23F9,181.96,Insurance
2026-01-17,# LUNA-BARTLETT 242 MH KIMBERLYLAND HI  42G7,121.03,Groceries
2025-06-14,"# SIMPSON, ATKINSON AND REED 147 WV ALEXANDERLAND AS  89y5",53.33,Gas
2025-07-08,"PAYMENT MAYNARD, RIOS AND DOUGLAS 682 TN MARKCHESTER WA  53D1",436.14,Other
2025-11-18,# COLON LTD 851 GU MICHAELPORT AS  63P9,21.12,Gas
2025-04-01,# SWANSON PLC 583 WV ROBERTSONCHESTER MI  27h9,71.28,Groceries
2025-09-03,# CHAN-GUTIERREZ 762 AL GORDONFURT NH  89v4,221.42,Utilities
2025-10-03,"INV BROWN, MILES AND RILEY 875 MA NEW JAMES KY  33W9",262.6,Other
2026-01-16,"ONLINE PAYMENT MASSEY, GOMEZ AND ARNOLD 106 CA STEVENFURT ME  89i6",146.15,Utilities
2025-05-26,ONLINE PAYMENT MCDONALDS LYONSMOUTH OK  53n5,116.77,Restaurants
2025-01-07,INV ROBINSON GROUP 153 WV NICOLEVIEW WI  37u7,477.92,Other
2026-01-12,"REF WHITE, PERRY AND ADAMS 901 ID WEST CHARLESPORT CO  95f2",63.78,Groceries
2024-07-29,PAYMENT CHANEY-ROBINSON 675 ND CHELSEASHIRE NE  81q1,254.38,Clothing
2025-10-14,"DEBIT PHAM, GOODMAN AND GREER 013 FM PORT MARYFURT VI  78L7",221.16,Airfare
2025-02-01,"INV GUERRERO, HARRINGTON AND CLINE 739 HI JENKINSPORT NY  99J1",110.29,Restaurants
2025-09-28,DEBIT WHITE-HOLMES 903 MO WEST CLAUDIALAND OH  87F1,15.76,Streaming
2025-09-12,"# NELSON, GRANT AND LAMBERT 306 DE FITZGERALDSHIRE PA  02W3",216.84,Other
2025-05-31,REF TACO BELL EAST KIMFURT NH  18l5,48.99,Restaurants
2025-09-10,"PURCHASE AUTHORIZED CRAIG, CUNNINGHAM AND GARCIA 357 IN NGUYENSIDE TN  13b2",197.71,Groceries
2025-02-06,POS JACKSON LLC 484 ID MICHAELSIDE MO  61t4,393.01,Hotels
2025-08-12,"PAYMENT SOLOMON, FOSTER AND PEREZ 766 MO CHAVEZVILLE MO  37g7",6.64,Groceries
2024-08-09,INV HOFFMAN-FIGUEROA 707 SC LAKE MARK GU  65T5,333.85,Insurance
2024-03-04,ONLINE PAYMENT AUSTIN-SCHWARTZ 915 PR LAKE PATRICK ME  31m5,9.06,Coffee Shops
2025-08-24,"POS SHERMAN, SPENCE AND HARRISON 421 NC CLARKCHESTER NE  06d9",28.58,Gas
2025-01-22,PURCHASE AUTHORIZED MILLER AND SONS 795 DC LAKE JOHNMOUTH NJ  26l1,36.0,Restaurants
2024-11-22,"TXN RIVAS, LANE AND ESCOBAR 177 VT NORTH LANCEVILLE ID  78z6",414.29,Other
2026-02-08,"DEBIT MURPHY, LANE AND LEE 068 IL NEW JERRYFURT MP  61P2",75.24,Utilities
2025-09-14,TXN STEVENS-GARCIA 765 UT NEW JAMIEBURGH ME  21U1,415.33,Other
2025-08-25,INV LIBERTY MUTUAL LOPEZTOWN ID  92u7,299.11,Insurance
2024-09-03,TXN OBRIEN LTD 878 NY WEST GEORGE MI  95y2,159.04,Insurance
2025-03-01,ONLINE PAYMENT DAVIS AND SONS 653 AK GEORGECHESTER MN  11F2,230.38,Insurance
2025-02-23,ONLINE PAYMENT MOORE-MURRAY 115 HI CARROLLBURGH VT  96b8,233.49,Other
2025-12-22,"TXN JOHNSON, HUNT AND SWEENEY 712 GU WEST BARRYPORT CO  45X0",158.73,Insurance
2026-02-07,"# DIXON, RICHARDSON AND THOMAS 939 VT ALEXANDERMOUTH IN  36Y3",69.2,Insurance
2025-04-11,"TXN MILLS, VASQUEZ AND TAYLOR 969 NC DANHAVEN KY  60F3",13.97,Restaurants
2025-03-19,DEBIT EBAY LAKE JOSEPH GA  66t0,337.83,Other
2025-02-18,# FREDERICK-FRANK 587 ME NORTH VICTORIASHIRE DC  13z3,39.34,Public Transport
2025-04-02,# FRANCO-MILLS 076 MN JENSENTOWN WV  74L2,4.54,Coffee Shops
2024-08-09,PURCHASE AUTHORIZED WALKER LLC 290 CA WEST DANNY ID  77D2,279.54,Utilities
2024-08-05,INV JOHNSON-ODONNELL 286 NE EAST KATHERINE HI  06r3,458.02,Clothing
2025-10-30,POS LEE INC 336 ME SHAWBURY SD  66p5,28.8,Public Transport
2025-10-19,"ONLINE PAYMENT WALL, TORRES AND BRUCE 395 OH HARMONTON VT  83K6",224.98,Airfare
2025-09-28,REF MILLER AND SONS 009 ND JENNIFERFURT TN  22c0,49.3,Restaurants
2024-09-14,INV HAMPTON PLC 989 CT NORTH ROBERT AR  03x0,1858.73,Electronics
2025-04-17,"# RILEY, HAMILTON AND RAMIREZ 855 IL SOUTH NATHAN PW  22Y8",48.44,Restaurants
2026-01-14,INV BARTON-GARCIA 772 MP LEWISHAVEN WI  85D3,803.32,Electronics
2025-12-14,"# PARSONS, MITCHELL AND THOMAS 305 KY MARQUEZSTAD GA  46R0",60.31,Other
2026-01-18,INV WILKINSON-MYERS 241 WA NORTH NICOLE OK  81F8,146.1,Hotels
2024-03-16,PURCHASE AUTHORIZED THOMPSON LLC 103 CA EAST ALLISONBERG NC  54H1,123.53,Restaurants
2024-03-28,"POS BARNES, CARDENAS AND JACKSON 555 NE CARRIEVILLE NM  73F2",136.41,Restaurants
2026-01-11,"TXN TYLER, HOLMES AND DAVIS 246 VA DAVIDMOUTH TN  88p1",14.33,Public Transport
2025-11-22,"# WALL, MILLER AND DUDLEY 033 DE VILLAVIEW AK  44l1",468.52,Other
2025-08-29,REF LAWRENCE-REYES 529 NC MELISSATOWN NC  39T9,811.62,Electronics
2025-05-28,POS JOHNSON-MADDOX 106 NY NEW JOANNAVIEW CA  04r9,207.94,Insurance
2025-01-18,# BAKER PLC 931 UT NORTH GREGORYCHESTER GA  15o6,210.68,Utilities
2025-07-28,PAYMENT MOSS LTD 726 SC WEST REGINAHAVEN IN  77x3,17.11,Clothing
2024-11-27,"REF BARNES, BISHOP AND GRIFFITH 823 AK DAVIDSIDE NC  97U9",375.26,Clothing
2025-06-25,"PAYMENT BALLARD, CAMACHO AND HANSEN 258 WI NEW BETHANYSTAD IN  85r6",85.71,Restaurants
2024-05-22,TXN CHAMBERS GROUP 805 CO PORT MICHAELSHIRE GU  53O9,274.34,Insurance
2025-12-26,PURCHASE AUTHORIZED DANIEL PLC 124 MO JAMESSIDE PA  06n4,12.83,Streaming
2025-08-27,PAYMENT NIXON AND SONS 910 GU NEW THERESAFORT NC  01e8,89.76,Groceries
2025-06-19,DEBIT HERNANDEZ AND SONS 285 GA SOUTH MARYBERG KY  12a4,111.88,Groceries
2024-08-31,"POS FRY, BAUER AND WINTERS 123 AS ANGELASTAD NJ  32z5",11.04,Coffee Shops
2026-01-28,"TXN ROGERS, ROGERS AND ANDERSON 719 MP ASHLEYBURGH PR  16r8",131.77,Groceries
2026-01-23,INV JOHNSON-SPENCER 611 KS ANDREWVIEW MS  83N7,578.94,Electronics
2024-10-09,"TXN GARCIA, GARNER AND REID 066 HI WEST ALEXANDERFURT DC  62P8",16.82,Streaming
2024-12-13,DEBIT DOUGHERTY AND SONS 009 PR LAKE NICHOLAS DE  12X4,190.75,Other
2025-01-22,"PAYMENT MARTINEZ, NELSON AND GARCIA 689 SD POLLARDPORT WY  67V9",112.54,Restaurants
2025-12-26,"PAYMENT GARRETT, YOUNG AND WATERS 240 PR NORTH SHEENASIDE VA  32G6",14.27,Coffee Shops
2025-03-18,REF HENDERSON-LEE 679 NJ WEST LOGANPORT IL  29l1,437.61,Other
2026-01-02,PURCHASE AUTHORIZED BUTLER-GARNER 343 WV SONYATON PR  47H7,76.08,Gas
2025-07-30,ONLINE PAYMENT CONNER GROUP 726 MD ROBERTSHIRE MO  32L6,25.87,Public Transport
2025-11-29,PAYMENT RUSSELL-MORALES 229 CO WEST ROBERTFORT DE  45O2,27.98,Clothing
2025-03-01,TXN LOVE GROUP 691 PW SOUTH JEREMY CA  39f6,108.68,Groceries
2024-04-11,"DEBIT CARTER, SHAFFER AND STRICKLAND 024 NE WEST MELISSA MN  12L8",178.19,Groceries
2024-09-23,# INGRAM GROUP 852 CA LAKE DAWN AL  49u0,424.21,Other
2025-03-18,PURCHASE AUTHORIZED HUNT AND SONS 514 UT DONALDLAND AR  48Y2,96.52,Utilities
2025-08-20,"REF AYERS, OBRIEN AND FLOYD 338 VI WILLIAMFURT CO  81g6",255.41,Electronics
2025-12-03,"TXN RAMOS, PETERSON AND MARTINEZ 157 FM MAHONEYFORT MH  94B3",445.72,Other
2026-01-03,PURCHASE AUTHORIZED JONES-LESTER 504 WY LAKE MATTHEW CT  19D4,113.02,Restaurants
2025-11-11,PURCHASE AUTHORIZED ORTIZ-QUINN 429 ME COLEMANVIEW SC  02v6,74.72,Groceries
2026-01-25,# PEREZ-VILLA 347 FL MICHAELHAVEN FM  48o2,3.72,Coffee Shops
2024-03-10,"POS CAMPOS, FRANK AND POWERS 946 PW ANGELABOROUGH HI  98N6",371.33,Insurance
2026-02-16,PURCHASE AUTHORIZED SUNOCO NATALIEVIEW AS  01H2,70.94,Gas
2024-08-16,ONLINE PAYMENT THORNTON LLC 653 NE NORTH MEGAN ID  52m2,82.7,Restaurants
2025-09-06,ONLINE PAYMENT ZUNIGA-MAYS 151 VI LAKE NICHOLEFURT MA  07K3,109.51,Other
2025-02-13,PURCHASE AUTHORIZED STEVENS-ARNOLD 118 OR KELLYCHESTER FL  59W9,460.2,Hotels
2024-05-26,TXN JAMES AND SONS 615 WY EAST SHELLEY WV  38e8,146.11,Groceries
2025-06-11,"TXN GOMEZ, DAVIS AND VALENTINE 806 GU LAKE JANEFORT CO  30F1",352.13,Other
2024-07-03,"PAYMENT BALL, FIGUEROA AND HERNANDEZ 336 RI JERRYBERG DC  57y8",171.58,Other
2024-04-26,# LONG-GOMEZ 136 OH WILLIAMTON OH  26v0,685.91,Electronics
2025-11-10,DEBIT WALTERS-FISHER 929 FM PORT ASHLEY NY  34z2,136.68,Utilities
2025-05-10,# SHERMAN-RICE 256 WV LAURENBERG KY  16A7,69.46,Gas
2025-06-10,"ONLINE PAYMENT PACHECO, MILLER AND RYAN 876 HI EAST DOUGLASLAND AS  61P1",10.77,Coffee Shops
2025-03-13,"INV THOMPSON, HANSEN AND WHITE 145 IL NEW NICOLETON OH  19G3",296.48,Clothing
2025-04-18,"INV WEAVER, YOUNG AND JACOBSON 182 WY PORT HUNTERLAND IL  99r4",147.55,Hotels
2024-12-12,# GRIFFITH PLC 900 VI DAVISSIDE MN  40L3,39.04,Restaurants
2025-01-23,# LOPEZ LTD 119 NY NEW TODD MI  77x7,56.53,Utilities
2024-03-13,DEBIT CALDWELL-RYAN 662 IA JESSICAVIEW PA  01A8,79.65,Gas
2026-01-25,ONLINE PAYMENT REED-BARBER 854 GU INGRAMBOROUGH NM  81H9,25.09,Restaurants
2024-07-13,"PAYMENT OBRIEN, PEARSON AND JIMENEZ 509 WA RICHARDTOWN TX  85t2",128.79,Utilities
2025-03-13,"DEBIT DIAZ, MCPHERSON AND CLAYTON 120 GA RAVENCHESTER DE  53J8",778.76,Airfare
2026-02-18,"TXN SHELTON, HANSEN AND BAKER 011 OH NEW CHARLES MI  22H0",293.49,Utilities
2025-10-25,DEBIT WILLIAMS LTD 789 UT DECKERSHIRE MS  21T9,5.64,Coffee Shops
2025-12-27,# WRIGHT LLC 700 NE JESSICAVIEW FM  78Z8,49.49,Gas
2026-01-27,"TXN WASHINGTON, PETERSEN AND GOULD 975 NV TRAVISSHIRE LA  12N9",42.71,Gas
2025-03-07,"INV COOPER, SULLIVAN AND SMITH 668 SD LITTLEFURT RI  99r0",181.5,Utilities
2024-04-13,INV JOHNSON AND SONS 004 NE NORTH JAMES AR  72o3,45.36,Groceries
2024-10-13,DEBIT MILLER-STONE 918 AR NEW KIMBERLY KY  13Q1,279.84,Utilities
2025-05-14,DEBIT BAKER-LONG 292 CA BARTONSIDE NY  67Z9,67.65,Restaurants
2025-03-07,INV DICKSON PLC 342 WY JOHNBOROUGH NH  82F6,16.58,Groceries
2024-03-10,# KIRBY-DOWNS 529 CT NORTH AARONBURY HI  86u9,10.68,Coffee Shops
2024-10-30,"PURCHASE AUTHORIZED HESTER, RANDALL AND VAUGHN 239 VI RICARDOTON LA  85D3",208.11,Insurance
2024-10-29,"TXN MADDOX, JONES AND AVILA 896 WY JOSEPHSIDE GU  75w6",49.37,Public Transport
2025-04-11,# GRIFFIN INC 639 AL NEW DANIEL MH  10a8,29.81,Restaurants
2025-03-14,DEBIT EBAY ISAACSTAD OR  34E6,491.8,Other
2025-09-20,POS FREDERICK PLC 950 MH SALAZARLAND MI  95Y2,134.2,Hotels
2025-06-05,DEBIT SHAFFER-HOLLAND 012 NV DALTONBERG MI  72b8,513.54,Electronics
2024-12-02,"PURCHASE AUTHORIZED AYALA, BROWNING AND MOORE 302 DC PERRYPORT WA  48f3",630.63,Airfare
2025-04-07,INV PETERS LLC 337 GA KEVINFORT RI  70J8,51.11,Utilities
2025-02-07,DEBIT MEYERS LTD 911 AL MARIATOWN AL  88I7,127.11,Groceries
2025-12-28,POS WILSON INC 149 GU LAKE KELLY RI  49b6,1525.3,Electronics
2024-03-04,REF SQUARE LAKE SCOTT DC  95w6,323.77,Other
2026-02-08,TXN LLOYD-SANCHEZ 188 SD GONZALEZSTAD NJ  56j0,427.14,Other
2025-04-22,DEBIT ROSE-OLSON 266 DC WEST ANTHONY NH  76b8,495.61,Other
2024-10-10,DEBIT DAVIS GROUP 672 AR WEST JEFFREYSIDE RI  12Y4,1258.86,Electronics
2024-04-19,PURCHASE AUTHORIZED IHG NORTH HEATHERMOUTH AS  17u9,307.54,Hotels
2026-02-14,POS BOWMAN-JOHNSON 881 AS WEST DAVIDSIDE OH  12e8,169.59,Groceries
2025-01-07,# CAMPBELL AND SONS 622 NM LAKE JOHNVILLE TX  72x3,29.68,Restaurants
2025-02-17,# WRIGHT-WILLIAMS 442 MI JOHNMOUTH VI  84h0,375.21,Insurance
2024-10-31,ONLINE PAYMENT HAMILTON LLC 100 UT NORTH CAITLINBERG NH  53A9,10.1,Coffee Shops
2024-08-23,"REF CRUZ, BAXTER AND WAGNER 930 OR LAKE ALEJANDRO OH  50t7",94.88,Other
2024-10-29,PAYMENT LOVE PLC 620 CA BURTONBERG AR  74p9,107.97,Other
2024-07-30,"PURCHASE AUTHORIZED VILLANUEVA, HERNANDEZ AND ELLIS 517 UT NORTH RICHARDSHIRE ND  51x3",40.11,Public Transport
2024-05-18,INV MITCHELL GROUP 348 SD NORTH RAYMONDMOUTH GU  70O4,65.29,Other
